0,1
0.1,1.104775
0.2,1.185243
0.3,1.283562
0.4,1.352673
0.5,1.454298
0.6,1.499468
0.7,1.643427
0.8,1.765784
0.9,1.950066
1,2.068074
1.1,2.207033
1.2,2.477687
1.3,2.613081
1.4,3.031258
1.5,3.321452
1.6,3.719276
1.7,4.11732
1.8,4.488885
1.9,4.635978
2,4.645419
2.1,4.378099
2.2,4.473171
2.3,4.718535
2.4,4.541856
2.5,4.54957
2.6,4.410125
2.7,4.182231
2.8,4.233894
2.9,4.008461
3,3.830531
3.1,3.614403
3.2,3.169194
3.3,2.948769
3.4,2.75391
3.5,2.600735
3.6,2.26547
3.7,1.940248
3.8,1.659209
3.9,1.539391
4,1.372421
4.1,1.247232
4.2,1.110862
4.3,1.067969
4.4,1.021474
4.5,0.903319
4.6,0.825773
4.7,0.739104
4.8,0.723347
4.9,0.693826
5,0.662864
5.1,0.622879
5.2,0.636011
5.3,0.582974
5.4,0.571236
5.5,0.549718
5.6,0.525625
5.7,0.558622
5.8,0.566225
5.9,0.612201
6,0.63094
6.1,0.678076
6.2,0.763674
6.3,0.802091
6.4,0.863494
6.5,0.988913
6.6,1.102044
6.7,1.183309
6.8,1.295341
6.9,1.350654
7,1.463648
7.1,1.604259
7.2,1.684706
7.3,1.895787
7.4,2.072622
7.5,2.147725
7.6,2.179368
7.7,2.431988
7.8,2.630458
7.9,2.770034
8,2.829897
8.1,3.026157
8.2,3.060465
8.3,3.116439
8.400001,3.151146
8.5,3.128557
8.6,3.164041
8.7,2.954685
8.8,2.935006
8.900001,2.919587
9,2.70572
9.1,2.52575
9.2,2.432594
9.3,2.342212
9.400001,2.182901
9.5,1.946086
9.6,1.76056
9.7,1.668947
9.8,1.545099
9.900001,1.421715
0,1
0.1,1.075866
0.2,1.168508
0.3,1.289247
0.4,1.383488
0.5,1.4592
0.6,1.602047
0.7,1.757645
0.8,1.900346
0.9,2.155676
1,2.264853
1.1,2.403578
1.2,2.627865
1.3,2.735054
1.4,2.943318
1.5,3.270432
1.6,3.34028
1.7,3.396648
1.8,3.606477
1.9,3.728516
2,3.893067
2.1,4.07131
2.2,4.001311
2.3,4.074355
2.4,3.974548
2.5,3.842656
2.6,3.703176
2.7,3.563927
2.8,3.32114
2.9,3.168904
3,2.751839
3.1,2.536537
3.2,2.37001
3.3,2.162845
3.4,1.919201
3.5,1.751847
3.6,1.558492
3.7,1.413412
3.8,1.2804
3.9,1.146038
4,1.033796
4.1,0.933944
4.2,0.827913
4.3,0.728087
4.4,0.657904
4.5,0.632014
4.6,0.587559
4.7,0.556348
4.8,0.52868
4.9,0.483465
5,0.443832
5.1,0.424794
5.2,0.424791
5.3,0.403527
5.4,0.371172
5.5,0.379741
5.6,0.373568
5.7,0.387536
5.8,0.417872
5.9,0.442301
6,0.477193
6.1,0.495902
6.2,0.507661
6.3,0.513673
6.4,0.540708
6.5,0.604901
6.6,0.701122
6.7,0.766848
6.8,0.830792
6.9,0.927602
7,1.003789
7.1,1.086278
7.2,1.209521
7.3,1.360399
7.4,1.480395
7.5,1.54378
7.6,1.702549
7.7,1.869361
7.8,2.013308
7.9,2.187164
8,2.241571
8.1,2.260518
8.2,2.383289
8.3,2.424726
8.400001,2.4479
8.5,2.399655
8.6,2.466363
8.7,2.412622
8.8,2.225546
8.900001,2.22132
9,2.133557
9.1,1.960156
9.2,1.877973
9.3,1.696259
9.400001,1.588282
9.5,1.460053
9.6,1.388893
9.7,1.304418
9.8,1.119953
9.900001,0.978769
0,1
0.1,1.080916
0.2,1.091219
0.3,1.14987
0.4,1.304525
0.5,1.355246
0.6,1.449474
0.7,1.611729
0.8,1.734701
0.9,1.922046
1,2.115924
1.1,2.455388
1.2,2.714129
1.3,3.146164
1.4,3.508256
1.5,3.732695
1.6,4.027791
1.7,4.562652
1.8,4.70278
1.9,5.047248
2,5.297041
2.1,5.588072
2.2,5.846471
2.3,5.96281
2.4,5.814027
2.5,5.604051
2.6,5.496524
2.7,5.483303
2.8,5.205186
2.9,4.900657
3,4.468552
3.1,4.045343
3.2,3.753194
3.3,3.542907
3.4,3.396498
3.5,2.858634
3.6,2.554028
3.7,2.381658
3.8,2.20673
3.9,1.973457
4,1.723468
4.1,1.493925
4.2,1.328481
4.3,1.195779
4.4,1.053679
4.5,0.992995
4.6,0.882938
4.7,0.830406
4.8,0.831259
4.9,0.785313
5,0.800579
5.1,0.791508
5.2,0.795724
5.3,0.780169
5.4,0.807058
5.5,0.786454
5.6,0.800011
5.7,0.836883
5.8,0.881642
5.9,0.937278
6,1.006388
6.1,1.059134
6.2,1.12578
6.3,1.173052
6.4,1.205152
6.5,1.294482
6.6,1.358452
6.7,1.545751
6.8,1.64035
6.9,1.721763
7,1.938796
7.1,1.992841
7.2,2.190283
7.3,2.397486
7.4,2.738052
7.5,2.845975
7.6,3.218557
7.7,3.46462
7.8,3.835259
7.9,3.945277
8,4.28203
8.1,4.497002
8.2,4.784503
8.3,4.988864
8.400001,5.25221
8.5,5.25008
8.6,5.291262
8.7,5.243422
8.8,4.777487
8.900001,4.663486
9,4.611394
9.1,4.473824
9.2,4.538422
9.3,4.310838
9.400001,4.053472
9.5,3.753759
9.6,3.309128
9.7,3.022598
9.8,2.726736
9.900001,2.48747
0,1
0.1,1.016195
0.2,1.083175
0.3,1.23881
0.4,1.274932
0.5,1.377468
0.6,1.519323
0.7,1.722555
0.8,1.841672
0.9,1.958243
1,2.111191
1.1,2.351336
1.2,2.609871
1.3,2.915259
1.4,3.198919
1.5,3.500557
1.6,3.816509
1.7,4.11072
1.8,4.277025
1.9,4.448534
2,4.689899
2.1,4.718187
2.2,4.943406
2.3,5.220688
2.4,5.093634
2.5,5.141011
2.6,5.055212
2.7,4.73006
2.8,4.585463
2.9,4.210151
3,3.862532
3.1,3.589016
3.2,3.467054
3.3,3.339703
3.4,3.160199
3.5,2.915285
3.6,2.809579
3.7,2.395197
3.8,2.1256
3.9,1.898831
4,1.757235
4.1,1.545004
4.2,1.372005
4.3,1.271862
4.4,1.189095
4.5,1.124328
4.6,1.095957
4.7,0.965477
4.8,0.889241
4.9,0.801337
5,0.792972
5.1,0.723737
5.2,0.693619
5.3,0.680569
5.4,0.6793
5.5,0.624852
5.6,0.619299
5.7,0.668629
5.8,0.65066
5.9,0.658438
6,0.695846
6.1,0.719208
6.2,0.782084
6.3,0.789247
6.4,0.826459
6.5,0.936667
6.6,1.008177
6.7,1.115665
6.8,1.196317
6.9,1.302349
7,1.488893
7.1,1.638961
7.2,1.835374
7.3,1.964002
7.4,2.103121
7.5,2.389678
7.6,2.721109
7.7,3.024936
7.8,3.080501
7.9,3.197036
8,3.366598
8.1,3.50826
8.2,3.700447
8.3,3.686678
8.400001,3.637444
8.5,3.855777
8.6,4.030152
8.7,4.257457
8.8,4.160735
8.900001,4.095939
9,4.050949
9.1,3.918897
9.2,3.704901
9.3,3.541812
9.400001,3.290682
9.5,3.090002
9.6,2.865251
9.7,2.530078
9.8,2.151543
9.900001,1.826612
0,1
0.1,1.036548
0.2,1.081949
0.3,1.168883
0.4,1.272464
0.5,1.403632
0.6,1.577746
0.7,1.802941
0.8,1.861961
0.9,1.9678
1,2.162845
1.1,2.402855
1.2,2.624944
1.3,2.960308
1.4,3.005655
1.5,3.231072
1.6,3.356688
1.7,3.558725
1.8,3.713247
1.9,4.06119
2,4.130479
2.1,4.200253
2.2,4.411334
2.3,4.292782
2.4,4.123417
2.5,3.851703
2.6,3.927018
2.7,3.777216
2.8,3.471939
2.9,3.196308
3,2.800255
3.1,2.545837
3.2,2.320123
3.3,2.154698
3.4,1.986131
3.5,1.745062
3.6,1.575919
3.7,1.400194
3.8,1.325334
3.9,1.193835
4,1.078555
4.1,1.018586
4.2,0.887505
4.3,0.78599
4.4,0.711771
4.5,0.619471
4.6,0.569832
4.7,0.525221
4.8,0.517774
4.9,0.508191
5,0.51077
5.1,0.508902
5.2,0.49533
5.3,0.474146
5.4,0.464905
5.5,0.479211
5.6,0.485554
5.7,0.499634
5.8,0.49399
5.9,0.500308
6,0.511537
6.1,0.537949
6.2,0.572077
6.3,0.587164
6.4,0.629027
6.5,0.683737
6.6,0.752048
6.7,0.829388
6.8,0.967083
6.9,1.050509
7,1.120309
7.1,1.237609
7.2,1.428044
7.3,1.520735
7.4,1.716718
7.5,1.865245
7.6,2.067607
7.7,2.23623
7.8,2.436566
7.9,2.461426
8,2.549023
8.1,2.561793
8.2,2.782512
8.3,2.808598
8.400001,2.855508
8.5,2.908431
8.6,2.936521
8.7,2.936687
8.8,2.738902
8.900001,2.673275
9,2.587172
9.1,2.641184
9.2,2.51397
9.3,2.372063
9.400001,2.253278
9.5,1.985486
9.6,1.7867
9.7,1.748712
9.8,1.617333
9.900001,1.412369
0,1
0.1,1.096013
0.2,1.15482
0.3,1.156321
0.4,1.227832
0.5,1.333899
0.6,1.425923
0.7,1.49833
0.8,1.745783
0.9,1.906914
1,1.983236
1.1,2.164527
1.2,2.469323
1.3,2.671454
1.4,2.907314
1.5,2.843184
1.6,3.049201
1.7,3.300552
1.8,3.267685
1.9,3.319798
2,3.245765
2.1,3.325711
2.2,3.522455
2.3,3.573078
2.4,3.615633
2.5,3.599569
2.6,3.405633
2.7,3.294292
2.8,3.228997
2.9,2.885266
3,2.857582
3.1,2.685168
3.2,2.451744
3.3,2.396427
3.4,2.197467
3.5,2.064861
3.6,1.805219
3.7,1.594246
3.8,1.483304
3.9,1.302275
4,1.150261
4.1,1.061485
4.2,0.951074
4.3,0.84382
4.4,0.783897
4.5,0.707808
4.6,0.653227
4.7,0.621627
4.8,0.585031
4.9,0.555039
5,0.510055
5.1,0.51539
5.2,0.508259
5.3,0.485525
5.4,0.493402
5.5,0.487939
5.6,0.489453
5.7,0.496193
5.8,0.520668
5.9,0.555866
6,0.532443
6.1,0.578756
6.2,0.615406
6.3,0.649702
6.4,0.723566
6.5,0.765658
6.6,0.860924
6.7,0.959293
6.8,1.060665
6.9,1.189901
7,1.240599
7.1,1.341438
7.2,1.540496
7.3,1.672609
7.4,1.756068
7.5,1.90324
7.6,2.126615
7.7,2.280867
7.8,2.513911
7.9,2.622136
8,2.761998
8.1,2.917045
8.2,2.902456
8.3,3.049019
8.400001,3.203644
8.5,3.220929
8.6,3.379728
8.7,3.20739
8.8,3.109527
8.900001,2.919468
9,2.785509
9.1,2.733425
9.2,2.626521
9.3,2.446485
9.400001,2.475657
9.5,2.347767
9.6,2.175347
9.7,1.861481
9.8,1.617964
9.900001,1.503749
0,1
0.1,1.063359
0.2,1.170336
0.3,1.279025
0.4,1.365971
0.5,1.569963
0.6,1.708094
0.7,1.962098
0.8,2.272989
0.9,2.450064
1,2.592229
1.1,2.937328
1.2,3.262562
1.3,3.59653
1.4,3.651819
1.5,3.741226
1.6,4.007007
1.7,4.161406
1.8,4.405154
1.9,4.532582
2,4.83124
2.1,4.935141
2.2,5.021797
2.3,5.10309
2.4,4.945568
2.5,5.067909
2.6,5.33393
2.7,5.511753
2.8,5.259017
2.9,5.120431
3,4.960043
3.1,4.773183
3.2,4.558487
3.3,4.071691
3.4,3.509149
3.5,3.336848
3.6,2.974181
3.7,2.649882
3.8,2.297327
3.9,2.172883
4,1.926672
4.1,1.835934
4.2,1.705576
4.3,1.506717
4.4,1.343448
4.5,1.278237
4.6,1.206555
4.7,1.181277
4.8,1.108953
4.9,1.076369
5,0.973581
5.1,1.002747
5.2,0.923878
5.3,0.863585
5.4,0.815979
5.5,0.82938
5.6,0.842653
5.7,0.839423
5.8,0.856135
5.9,0.890186
6,0.928372
6.1,0.976238
6.2,1.047282
6.3,1.149155
6.4,1.20041
6.5,1.340956
6.6,1.459062
6.7,1.614307
6.8,1.786573
6.9,2.001011
7,2.094974
7.1,2.321825
7.2,2.448575
7.3,2.673571
7.4,2.836662
7.5,3.297444
7.6,3.60668
7.7,3.74897
7.8,3.89825
7.9,4.259338
8,5.002515
8.1,5.293583
8.2,5.468109
8.3,5.748205
8.400001,6.037085
8.5,6.409959
8.6,6.68714
8.7,6.64084
8.8,6.544595
8.900001,5.868234
9,5.864942
9.1,5.436499
9.2,5.236067
9.3,4.893265
9.400001,4.384389
9.5,3.908918
9.6,3.448187
9.7,3.182828
9.8,2.733143
9.900001,2.479049
0,1
0.1,1.051237
0.2,1.118805
0.3,1.243213
0.4,1.306247
0.5,1.450999
0.6,1.551387
0.7,1.680927
0.8,1.798366
0.9,1.96957
1,2.118659
1.1,2.269774
1.2,2.467676
1.3,2.697881
1.4,2.93327
1.5,3.223083
1.6,3.566013
1.7,3.699874
1.8,4.045888
1.9,4.293568
2,4.319175
2.1,4.45969
2.2,4.480434
2.3,4.599602
2.4,4.598827
2.5,4.403888
2.6,4.273019
2.7,4.386458
2.8,4.192304
2.9,3.871493
3,3.498976
3.1,3.235048
3.2,3.08949
3.3,3.041296
3.4,2.686075
3.5,2.391279
3.6,2.19886
3.7,2.047899
3.8,1.734979
3.9,1.736334
4,1.509752
4.1,1.305854
4.2,1.163046
4.3,1.100748
4.4,1.066217
4.5,0.95189
4.6,0.879568
4.7,0.854632
4.8,0.783519
4.9,0.793505
5,0.78107
5.1,0.747478
5.2,0.745437
5.3,0.752097
5.4,0.739976
5.5,0.743475
5.6,0.751561
5.7,0.791149
5.8,0.794925
5.9,0.842247
6,0.908386
6.1,0.989492
6.2,1.071184
6.3,1.147379
6.4,1.281546
6.5,1.367931
6.6,1.513989
6.7,1.637531
6.8,1.827326
6.9,1.942491
7,2.181391
7.1,2.318359
7.2,2.469587
7.3,2.807389
7.4,3.248612
7.5,3.405442
7.6,3.521215
7.7,3.904912
7.8,4.116447
7.9,4.511401
8,4.82116
8.1,4.945379
8.2,4.990421
8.3,5.156009
8.400001,5.238259
8.5,5.261936
8.6,5.255136
8.7,5.298267
8.8,5.296947
8.900001,5.204329
9,5.423314
9.1,5.264575
9.2,4.902869
9.3,4.749601
9.400001,4.421198
9.5,3.925224
9.6,3.642886
9.7,3.477246
9.8,3.227312
9.900001,2.784671
0,1
0.1,1.100448
0.2,1.161817
0.3,1.312288
0.4,1.461852
0.5,1.590564
0.6,1.735782
0.7,1.910047
0.8,2.133265
0.9,2.233261
1,2.367278
1.1,2.535526
1.2,2.789928
1.3,3.023762
1.4,3.184667
1.5,3.494163
1.6,3.778194
1.7,3.979268
1.8,4.241667
1.9,4.656025
2,4.837651
2.1,4.87566
2.2,4.829396
2.3,4.806681
2.4,4.98403
2.5,5.027462
2.6,4.920482
2.7,4.506176
2.8,4.367259
2.9,4.062904
3,3.839549
3.1,3.408679
3.2,3.135287
3.3,2.938425
3.4,2.796346
3.5,2.368818
3.6,2.151313
3.7,1.771096
3.8,1.660841
3.9,1.52719
4,1.378208
4.1,1.203942
4.2,1.092016
4.3,1.029905
4.4,0.948609
4.5,0.829845
4.6,0.765421
4.7,0.650809
4.8,0.646737
4.9,0.590644
5,0.558896
5.1,0.543025
5.2,0.544848
5.3,0.549769
5.4,0.533499
5.5,0.536508
5.6,0.540986
5.7,0.543534
5.8,0.522144
5.9,0.560212
6,0.606287
6.1,0.633817
6.2,0.663154
6.3,0.699422
6.4,0.767045
6.5,0.789546
6.6,0.889246
6.7,1.015789
6.8,1.104895
6.9,1.212099
7,1.257983
7.1,1.412903
7.2,1.577924
7.3,1.75821
7.4,1.987752
7.5,2.189557
7.6,2.193187
7.7,2.348365
7.8,2.5598
7.9,2.64643
8,2.726471
8.1,3.031731
8.2,3.12376
8.3,3.007718
8.400001,3.104951
8.5,3.295323
8.6,3.293465
8.7,3.298982
8.8,3.142794
8.900001,3.093649
9,3.028601
9.1,2.855641
9.2,2.585194
9.3,2.327524
9.400001,2.149705
9.5,2.071805
9.6,2.003621
9.7,1.841425
9.8,1.756975
9.900001,1.568582
0,1
0.1,1.044793
0.2,1.182644
0.3,1.312021
0.4,1.402453
0.5,1.550722
0.6,1.766482
0.7,1.924837
0.8,2.107654
0.9,2.335469
1,2.55187
1.1,2.772872
1.2,3.108878
1.3,3.371607
1.4,3.570536
1.5,3.866875
1.6,3.986518
1.7,4.220509
1.8,4.412308
1.9,4.668502
2,4.818091
2.1,5.009511
2.2,5.204437
2.3,5.32572
2.4,5.338292
2.5,5.02238
2.6,4.843215
2.7,4.420895
2.8,4.146625
2.9,4.128902
3,3.995032
3.1,3.410841
3.2,3.10096
3.3,2.895765
3.4,2.67825
3.5,2.478035
3.6,2.270511
3.7,2.007075
3.8,1.854233
3.9,1.645289
4,1.554891
4.1,1.410927
4.2,1.309294
4.3,1.185734
4.4,1.126972
4.5,0.970806
4.6,0.901564
4.7,0.844735
4.8,0.797117
4.9,0.765547
5,0.695425
5.1,0.651691
5.2,0.614047
5.3,0.641575
5.4,0.643797
5.5,0.669022
5.6,0.679868
5.7,0.650864
5.8,0.683117
5.9,0.705633
6,0.755807
6.1,0.840264
6.2,0.933714
6.3,1.016213
6.4,1.139913
6.5,1.218571
6.6,1.268933
6.7,1.461746
6.8,1.602953
6.9,1.745012
7,1.88058
7.1,2.141137
7.2,2.273994
7.3,2.500467
7.4,2.696489
7.5,3.021552
7.6,3.166687
7.7,3.17259
7.8,3.459301
7.9,3.791004
8,3.928653
8.1,4.270968
8.2,4.097795
8.3,4.645525
8.400001,4.840643
8.5,5.06506
8.6,5.260016
8.7,5.22175
8.8,5.025307
8.900001,4.886938
9,4.855657
9.1,4.7205
9.2,4.594846
9.3,4.303816
9.400001,4.08412
9.5,3.545116
9.6,3.201569
9.7,2.860991
9.8,2.463024
9.900001,2.298461
